9.412554586292676717e+00 2.877027216200604443e+01 5.589280740171641071e+01
1.634574162461214542e+01 8.107671398385834394e+00 1.837629829561669936e+01
9.298066186785556297e+00 2.456829202499319109e+01 4.748180516206725876e+00
3.751707708253963602e+01 4.505035659292624217e+01 2.488326628828401610e+00
7.859998603530245376e+00 4.854868860101573702e+00 3.452053667874783294e+00
8.345004532426136379e+00 4.287441240016120503e+01 5.350561865578906229e+00
4.521342760055638621e+00 1.815445538274888548e+01 1.815996748809673633e+01
3.108325566307561516e+00 6.205560180585563046e+01 8.372655806253666455e+00
3.421823461793975341e+00 2.180583634099777512e+00 1.220098268946897413e+01
4.222745700732153828e+00 1.276733063503211696e+01 2.354983223964540784e+01
3.030918911841560970e+01 1.936144310272576874e+01 2.879424810507482224e+00
1.559925161146640171e+01 1.985663778289899994e+01 1.629310036831703457e+01
1.556314315289698946e+01 4.888228041481990971e+01 6.976171275660176363e+00
6.985921278553506752e+00 1.638588877945441169e+01 1.716873478550611054e+01
5.132857586852312082e+00 3.241019052771289921e+01 2.224185343886701105e+01
1.279126617091505835e+01 4.607125796084566183e+00 6.791864804881528883e+00
3.326249961358233520e+01 1.146200553206065109e+01 1.800459893392191191e+01
1.124808097315027133e+01 1.461787928129207614e+01 9.653440975899291843e+00
2.083497457856636537e+00 5.184193012082661056e+01 3.228784986341494800e+00
1.757702540068748931e+01 2.947682163437606562e+01 1.229021353848983544e+01
6.311390328910225556e+00 4.319445780641751220e+00 9.895298753994097751e+00
1.435342450093727606e+01 6.162690253522299599e+00 1.400734253075977520e+01
2.844076849880242719e+01 1.844910502238646544e+01 1.410942746501857137e+01
3.454407769928986482e+01 7.616443343060212534e+00 2.909363636700228462e+00
1.099112240751522052e+01 4.239306091182137415e+00 1.571992784469123272e+01
3.123210966647781461e+01 1.623270261492803179e+00 6.900427747251520749e+00
1.055374793184765281e+01 1.796202400215120676e+01 1.828452350086664291e+00
2.487443410605143157e+01 5.726095837258978527e+00 5.579171852714148727e+00
3.228778565662361899e+01 3.437556592055904048e+01 2.023838843802295528e+01
1.085352557284978836e+01 1.348196471236662930e+01 2.950849803141682060e+01
3.402391733817597075e+00 1.191335208943752022e+01 1.284726974540942557e+01
2.811040528076911826e+01 3.659892862347100539e+00 2.631070060713641112e+01
4.699710750256993919e+01 6.068281401304020939e+00 2.498603365872302007e+01
8.479290964947432840e+00 2.629856990158055297e+01 1.080455611255307673e+02
1.243375512589878218e+00 1.087968141305342051e+01 2.807888943365970391e+01
5.324163916498726223e+00 9.487417038552706572e+01 2.524028709547504334e+01
1.793007554472683651e+01 4.178896142698919647e+01 5.015423268122520817e+00
8.648812610167021830e+01 2.943251415698585305e+01 1.291038880420007828e+01
1.480950648454635576e+01 8.714195553873199884e+00 3.017787226810216339e+01
1.164149191270520767e+01 3.942893648006729990e+01 3.459900885349950439e+00
1.544648345662484168e+01 3.393641529515394328e+00 8.980246609989642081e+00
5.024043855402333669e+00 1.229022009122149406e+01 7.276030152678185914e+01
1.091637328021169928e+01 1.359532149722852168e+01 4.028575682198611929e+01
8.075802847027103937e+00 2.084993313126600611e+01 3.748220996895662793e+00
1.955843118517060164e+00 6.554406523064060686e+00 2.213581124020623747e+01
1.877660971989649852e+01 2.067113824742338224e+01 2.722031268054604425e+01
2.078282151389309007e+01 1.917583684537760291e+01 7.883674821608118499e+00
2.277677713811793225e+01 5.954132703214424893e+00 4.982143148647030984e+01
3.872017476393430968e+01 7.717900210131398353e+01 1.427114804172548190e+01
6.473075539946859358e+00 1.805133383902009925e+01 2.529169635622029233e+01
