8.558574950529209246e+00 1.651517679480563672e+01 3.083017381132113499e+01
4.940994118886941955e+00 5.454511472055378007e+00 6.171141950366615703e+01
9.683916776638172408e+00 6.417626755366435454e+00 4.638247226953965452e+01
4.256048613211992127e+00 1.337130808191761666e+01 3.105289966723410799e+01
2.529058044458559085e+00 4.931674254275836056e+00 1.053959777456983105e+01
9.656052746271853948e+00 5.022025165667018065e+00 1.011816616095790522e+01
4.732731197093344377e+01 1.578464915350174813e+01 6.299547358954997733e+00
2.751269151315878148e+01 5.392092222053248562e+00 2.240921531927324573e+00
1.684740643573052665e+01 5.380643896149525318e+00 1.027415244193496591e+01
3.905227342303336968e+01 1.366301714185194527e+01 1.499621406376089894e+01
2.058739548387812945e+01 1.798952452662341983e+01 5.732513315769818263e+00
1.153238062563689148e+01 5.175774335786325508e+00 5.622526785715370679e+00
6.871347626688873333e+00 3.774984678159932372e+01 1.296514024769630602e+01
8.581643549754966216e+01 3.898073563123351448e+01 8.277171283790742962e+00
5.973886231010839154e+00 7.767886138418116815e+00 2.276794044214627277e+00
5.168867985376619956e+00 6.463251954031716373e+00 9.772241033555989276e+00
2.525898368283326434e+01 9.146160774355596601e+00 1.177784516760736722e+01
3.887115817968940679e+00 1.316251978738509187e+01 1.653888428563689894e+00
8.205409621586487390e+01 1.515526522699998679e+01 3.368894649393924823e+01
2.957690169993736617e+01 3.488810831447818117e+01 1.046558700933382191e+01
4.565210206615872401e+00 1.573832584344472174e+01 3.230163148010250040e+01
6.274064075443195776e+00 9.240127071303247064e+00 4.289516606322806958e+00
1.859240609488438878e+01 1.224503287577894106e+01 2.142279367262902667e+01
2.893036398548858656e+01 5.285142229641975220e+00 2.807477112483177351e+01
8.865709549121385535e+00 3.827283784656299925e+00 1.039595717904845529e+01
1.879610525800169896e+01 4.348106594787693346e+00 8.873628552161990513e+01
7.104412870235087496e+00 2.229330423630880631e+01 5.585024678640436058e+00
3.139540184359692176e+00 6.972805257754059127e+00 3.989066999061780194e+00
1.179704686297633387e+01 4.817679501233941508e+00 1.403595607970882853e+01
1.648104645005024338e+01 2.788815477045183400e+00 4.921268373553951747e+00
3.459799979765800515e+01 9.053103168651171373e+00 2.081844502303959565e+00
1.341994785184979122e+01 5.309196237114782946e+00 2.869026888280497189e+01
7.444303812846851720e+00 1.868157339907442349e+01 1.104915424160063075e+01
1.254728459081753300e+01 1.489943860035439549e+01 2.309193318770160275e+01
1.583768028937909023e+01 2.912012478661842874e+00 3.373505527019430872e+01
3.712417986715775609e+00 2.375447218556361761e+00 3.035506249944418045e+01
9.361711796959358622e+00 4.125196678276331852e+00 1.991584643013515290e+02
1.798976710148289015e+01 4.549390890350875516e+00 4.833404426838048096e+01
9.910297733431649547e+00 1.220831821187460875e+01 8.313089747681749131e+00
1.946161493035552414e+00 4.391448581153438369e+01 7.716050409764377171e+00
2.068527851880419632e+01 2.389384706898522559e+00 1.258807614054854440e+02
1.492968543278764493e+01 4.455253105647524414e+00 3.367620119878517926e+01
3.753439554174318715e+01 5.188008185552421736e+01 7.193228604966919626e+00
5.174026818854348342e+00 3.342128217901985110e+00 2.792684440767901677e+01
2.022590468196274305e+00 1.875847567255611281e+01 1.665521454466427898e+01
2.338341847999499379e+01 9.747946498411542038e+00 5.754153706823471381e+00
6.485538408264238441e+00 3.884972610805225912e+01 2.110266171201841701e+01
8.211874579710524813e+00 3.002559790487299818e+00 3.272464782198477451e+01
4.448936638030968993e+01 8.033704696904946374e+00 9.396111865047025447e+00
2.380936296811437458e+01 3.012599543202692587e+01 1.562146177952624981e+01
